complexity,loss,score,equation,sympy_format,lambda_format,Iteration
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),66
3,18.073547,0.7805033379548398,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),67
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),67
7,17.06053,0.0077282635188877,((P + 92.47267) - Ethylguaiacol) / 1.270121,(-Ethylguaiacol + P + 92.47267)/1.270121,PySRFunction(X=>(-Ethylguaiacol + P + 92.47267)/1.270121),67
9,16.617453,0.0131570399089802,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),67
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),67
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),67
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),67
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),67
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),68
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),68
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),68
9,16.617453,0.0113959663007639,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),68
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),68
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),68
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),68
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),68
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),69
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),69
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),69
9,16.617453,0.0113959663007639,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),69
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),69
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),69
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),69
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),69
3,18.230223,0.0,P + 60.94132,P + 60.94132,PySRFunction(X=>P + 60.94132),7
5,17.78139,0.0124642082207921,(P + 61.529438) + Ti,P + Ti + 61.529438,PySRFunction(X=>P + Ti + 61.529438),7
7,17.40127,0.010804606347562,(P + 60.546886) + (Ti ^ 2.851052),P + Ti**2.851052 + 60.546886,PySRFunction(X=>P + Ti**2.851052 + 60.546886),7
9,17.177576,0.0064691898785095,((P + 60.546886) + (Ti ^ 2.851052)) + Pentacosane,P + Pentacosane + Ti**2.851052 + 60.546886,PySRFunction(X=>P + Pentacosane + Ti**2.851052 + 60.546886),7
11,16.87752,0.0088111266814327,(P + (((-0.154459 / Ti) / Methylfluorene) - -68.71269)) - Methylfluorene,-Methylfluorene + P - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti),PySRFunction(X=>-Methylfluorene + P - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti)),7
13,16.866707,0.0003204400080078,(((((-0.154459 / Ti) / Methylfluorene) - -68.71269) + Acenaphthylene) + P) + Phenanthrene,Acenaphthylene + P + Phenanthrene - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti),PySRFunction(X=>Acenaphthylene + P + Phenanthrene - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti)),7
15,16.767872,0.0029385022025447,((P + var26_Dimethylnaphthalene) + (((-0.154459 / Ti) / Methylfluorene) - -68.71269)) + (-1.9352294 + Fluoranthene),Fluoranthene + P + var26_Dimethylnaphthalene - 1.9352294 - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti),PySRFunction(X=>Fluoranthene + P + var26_Dimethylnaphthalene - 1.9352294 - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti)),7
17,16.730762,0.0011078068192544,((((-0.154459 / Ti) / Methylfluorene) - -68.71269) + (((0.10922983 + P) + Cd) - SO_4)) + -0.020316042,Cd + P - SO_4 - 0.020316042 + 0.10922983 - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti),PySRFunction(X=>Cd + P - SO_4 - 0.020316042 + 0.10922983 - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti)),7
19,16.449106,0.0084889658266018,(1.4839118 * ((45.15057 / 0.7283899) + ((-2.5099142 - (-0.017598465 - Fluoranthene)) / ((Octadecane / Coniferylaldehyde) + Hexacosane)))) - Hexacosane,-Hexacosane + 1.4839118*(45.15057/0.7283899 + (-(-Fluoranthene - 0.017598465) - 2.5099142)/(Hexacosane + Octadecane/Coniferylaldehyde)),PySRFunction(X=>-Hexacosane + 1.4839118*(45.15057/0.7283899 + (-(-Fluoranthene - 0.017598465) - 2.5099142)/(Hexacosane + Octadecane/Coniferylaldehyde))),7
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),70
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),70
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),70
9,16.617453,0.0113959663007639,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),70
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),70
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),70
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),70
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),70
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),71
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),71
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),71
9,16.617453,0.0113959663007639,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),71
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),71
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),71
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),71
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),71
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),72
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),72
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),72
9,16.617453,0.0113959663007639,((73.19447 + Cu) + (-1.0212768 / Acenaphthylene)) - var1_Methylnaphthalene,Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene,PySRFunction(X=>Cu - var1_Methylnaphthalene + 73.19447 - 1.0212768/Acenaphthylene),72
11,16.354788,0.0079664150382362,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),72
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),72
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),72
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),72
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),73
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),73
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),73
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),73
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),73
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),73
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),73
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),73
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),74
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),74
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),74
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),74
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),74
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),74
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),74
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),74
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),75
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),75
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),75
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),75
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),75
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),75
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),75
17,16.302889,0.0008463111407016,(((Cu + 70.79186) - (1.1197841 / Acenaphthylene)) - ((-0.71092737 + (0.06691909 ^ Tricosane)) / var2_Methylnaphthalene)) - 1.1197841,Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene,PySRFunction(X=>Cu - 1*1.1197841 + 70.79186 - (0.06691909**Tricosane - 0.71092737)/var2_Methylnaphthalene - 1.1197841/Acenaphthylene),75
3,18.073547,0.777013381838412,P + 67.80656,P + 67.80656,PySRFunction(X=>P + 67.80656),76
5,17.326275,0.0211126210483168,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),76
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),76
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),76
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),76
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),76
